category_id,category_name,channel_id,country,followers,join_date,location,picture_url,profile_url,title,trailer_title,trailer_url,videos
27,Education,UCLsooMJoIpl_7ux2jvdPB-Q,Canada,12287301,38968,,https://yt3.ggpht.com/a-/AN66SAwnh1fj3hc-5WqYw-tAZO_t2j4rCbtQ4qgRsA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,Super Simple Songs - Kids Songs,Baby Shark | + More Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=8ljHzljQrY8,441
24,Entertainment,UCF1JIbMUs6uqoZEY1Haw0GQ,India,12265658,39326,,https://yt3.ggpht.com/a-/AN66SAwOXzXdtSnGwxldfL1PQuEo7DS4kfSL-1rk=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCF1JIbMUs6uqoZEY1Haw0GQ,Shemaroo,Shahrukh Khan love for Divya Bharti - Romantic Scene - Deewana - 90's Best Hindi Movie,https://www.youtube.com/watch?v=4G1_uiNT-Xg,6474
10,Music,UCJrDMFOdv1I2k8n9oK_V21w,India,12248384,39224,,https://yt3.ggpht.com/a-/AN66SAyd6jRlXbV2rRYGfiY_XKRUUWrRaIwibMRfjA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCJrDMFOdv1I2k8n9oK_V21w,Tips Official,"Yeh Dil Deewana Lyrical Video- Pardes |  Sonu Nigam, Hema Sardesai & Shankar Mahadevan",https://www.youtube.com/watch?v=53l2DkivxJs,2398
10,Music,UC4NALVCmcmL5ntpV0thoH6w,United States,12199918,41856,,https://yt3.ggpht.com/a-/AN66SAwX1lZoeRbDSFBgjExB4CQetCkjRKXhteVgeQ=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UC4NALVCmcmL5ntpV0thoH6w,LooLoo Kids - Nursery Rhymes and Children's Songs,Channel Trailer l Nursery Rhymes and Songs for Children l LooLookids,https://www.youtube.com/watch?v=7iUsovk4J6M,538
10,Music,UCMJ5Qf3sOvQpcYiai1Noa3Q,Jamaica,11562504,39933,,https://yt3.ggpht.com/a-/AN66SAzcoOzdw-wrzHLTpqjfNPbawd4z-Pb3kQkEcQ=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCMJ5Qf3sOvQpcYiai1Noa3Q,Major Lazer,Major Lazer - Blow That Smoke (Feat. Tove Lo) (Official Music Video),https://www.youtube.com/watch?v=b63IPrrdPOU,221
24,Entertainment,UC_vcKmg67vjMP7ciLnSxSHQ,India,11534732,41206,,https://yt3.ggpht.com/a-/AN66SAyIZkLmn0Y2sgVswXAh7QJcN670rUSWdKtuoA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UC_vcKmg67vjMP7ciLnSxSHQ,Amit Bhadana,Maa Pitaji Aur Beta - Amit Bhadana,https://www.youtube.com/watch?v=EyPXz6hKa_s,53
10,Music,UC65afEgL62PGFWXY7n6CUbA,Nederland,11471812,41194,,https://yt3.ggpht.com/a-/AN66SAw6p-jtuu-09xHNiOotvr7sewcTrJxbf9WlbA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UC65afEgL62PGFWXY7n6CUbA,Trap City,JayKode - Living Out Loud (ft. Karra) [Official Lyric Video],https://www.youtube.com/watch?v=mzvOn3bMXV0,1507
20,Gaming,UCKqH_9mk1waLgBiL2vT5b9g,Canada,23836130,40801,,https://yt3.ggpht.com/a-/AN66SAz62Bb80XyoL-84FII_P-v-Bae-NHPxUmuRvg=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCKqH_9mk1waLgBiL2vT5b9g,VanossGaming,Vanoss Gaming Animated: Team 6 - Vegas! (Episode 2),https://www.youtube.com/watch?v=nZ6kL8oG7fM,891
23,Comedy,UCY30JRSgfhYXA6i6xX1erWg,United States,23654643,38675,,https://yt3.ggpht.com/a-/AN66SAxqqiXHbh3YGTH4yymsYmpQTXgEbX-tw0fboA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCY30JRSgfhYXA6i6xX1erWg,Smosh,CHRIS PRATT is on our Game Sho...,https://www.youtube.com/watch?v=Gv1xjf8BUrY,1020
10,Music,UCpDJl2EmP7Oh90Vylx0dZtA,México,23627650,39275,,https://yt3.ggpht.com/a-/AN66SAyoIjWs4jtPXX4_9COrKskW8uXOgIVk5KFXfQ=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,Ku De Ta x Joe Stone - What You Do (feat. Sylvia Mwenze) [Official Music Video],https://www.youtube.com/watch?v=6cWBtAy0grM,8580
10,Music,UCa10nxShhzNrCE1o2ZOPztg,United States,23488832,41175,,https://yt3.ggpht.com/a-/AN66SAwNTMILoHWye7Pb3H75OJWK63WdzTmOqnpWBw=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCa10nxShhzNrCE1o2ZOPztg,Trap Nation,MagnusTheMagnus - Subaru,https://www.youtube.com/watch?v=YOltErhWWYA,1510
23,Comedy,UCPDXXXJj9nax0fr0Wfc048g,United States,13309901,38999,,https://yt3.ggpht.com/a-/AN66SAwrKBdWW8mHT2bwOGW25kY2w6XIAANNKNtALQ=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCPDXXXJj9nax0fr0Wfc048g,CollegeHumor,The Internet Goes Trick-or-Treating,https://www.youtube.com/watch?v=dl93NFPVkNE,3228
24,Entertainment,UCa6vGFO9ty8v5KZJXQxdhaw,United States,13248671,38980,,https://yt3.ggpht.com/a-/AN66SAwbWWnjaAdGT0ACD7vqM2PnqaGkqxmYmSIpYA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCa6vGFO9ty8v5KZJXQxdhaw,Jimmy Kimmel Live,YouTube Challenge - I Told My Kids I Ate All Their Halloween Candy 2018,https://www.youtube.com/watch?v=aPNMZLcLc2w,3620
24,Entertainment,UC6-F5tO8uklgE9Zy8IvbdFw,India,13221860,39298,,https://yt3.ggpht.com/a-/AN66SAz9G2zrQwHflVgrlCXlFNAnAaGkQjuu3C9-nQ=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UC6-F5tO8uklgE9Zy8IvbdFw,SAB TV,"Aladdin  -  अलादीन - Ep 56 - 2nd November, 2018",https://www.youtube.com/watch?v=kqa4sRRlBPY,20350
24,Entertainment,UCzVIrPfZBE-XkBISBybMBLA,México,16190375,39141,,https://yt3.ggpht.com/a-/AN66SAyZRH7XWRfY8QQQS4M-GcCDVOt8WHHdZwKoWw=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCzVIrPfZBE-XkBISBybMBLA,Werevertumorro,WEREVERTUMORRO - SUSCRÍBETE ◀︎▶︎WEREVERTUMORRO◀︎▶︎,https://www.youtube.com/watch?v=dfjD1C2d9jk,1037
10,Music,UC56gTxNs4f9xZ7Pa2i5xNzg,India,19184375,40058,,https://yt3.ggpht.com/a-/AN66SAyAJzUwpG9cAHEZkyD8_HrGBcIT-ONiWHsDxA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UC56gTxNs4f9xZ7Pa2i5xNzg,Sony Music India,"Diplo, MØ & Vishal Dadlani - Stay Open - (Khullam Khulla) | Official Music Video – India",https://www.youtube.com/watch?v=D5mximP_9qI,2309
24,Entertainment,UCaWd5_7JhbQBe4dknZhsHJg,Canada,19169156,39107,,https://yt3.ggpht.com/a-/AN66SAwfyFO8ydPFL7Ek9wR9KkJd-VbhIywsDChU8w=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCaWd5_7JhbQBe4dknZhsHJg,WatchMojo.com,Another Top 10 Foods That Can Kill You,https://www.youtube.com/watch?v=z3RHPEJscBg,15757
10,Music,UCJrOtniJ0-NWz37R30urifQ,Norway,19023348,41146,,https://yt3.ggpht.com/a-/AN66SAyCaY2F0w85QcQDiiu7y_0Tuu_yAR3ni-anew=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCJrOtniJ0-NWz37R30urifQ,Alan Walker,Alan Walker - Diamond Heart (feat. Sophia Somajo),https://www.youtube.com/watch?v=sJXZ9Dok7u8,153
24,Entertainment,UCMNmwqCtCSpftrbvR3KkHDA,United States,12195952,38916,,https://yt3.ggpht.com/a-/AN66SAyptCrQxUVnx-h5__BAq_5ADnxJJ1otPdtxqA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCMNmwqCtCSpftrbvR3KkHDA,Guava Juice,Animate My Life | Guava Juice,https://www.youtube.com/watch?v=E-JXISEJyjE,1202
24,Entertainment,UCw8ZhLPdQ0u_Y-TLKd61hGA,"Korea, Republic of",12189327,42041,,https://yt3.ggpht.com/a-/AN66SAxBS9urQiG-iUst5MzeKUa0tHEzpV5AjlMX3w=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCw8ZhLPdQ0u_Y-TLKd61hGA,1MILLION Dance Studio,1MILLION X LG XBOOMGo / Junsun Yoo Choreography,https://www.youtube.com/watch?v=MoCDcWG9USE,1288
10,Music,UCmBA_wu8xGg1OfOkfW13Q0Q,Puerto Rico,14006424,41799,,https://yt3.ggpht.com/a-/AN66SAz8BewI25wfP33iixvrkaYTa_KzIdd2dQ8YCg=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCmBA_wu8xGg1OfOkfW13Q0Q,Bad Bunny,Bad Bunny feat. Drake - Mia ( Video Oficial ),https://www.youtube.com/watch?v=OSUxrSe5GbI,12
10,Music,UCweOkPb1wVVH0Q0Tlj4a5Pw,"Korea, Republic of",13860008,40574,,https://yt3.ggpht.com/a-/AN66SAzSMshl-zan1gEeXGXtdkJUzYpPgNQsTcTijQ=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCweOkPb1wVVH0Q0Tlj4a5Pw,1theK (원더케이),Ep 1 Into the New World | Top Management,https://www.youtube.com/watch?v=SYWpF_w6azc,13600
24,Entertainment,UC55IWqFLDH1Xp7iu1_xknRA,India,13858814,39612,,https://yt3.ggpht.com/a-/AN66SAxn-5teIWOuUwV5jyRYZ3yS21UKCyB9IKdR=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UC55IWqFLDH1Xp7iu1_xknRA,Colors TV,Bigg Boss Season 12 - Day  47 - 2nd November 2018 - बिग बॉस,https://www.youtube.com/watch?v=mqQqfMrCbc0,25137
24,Entertainment,UC6nSFpj9HTCZ5t-N3Rm3-HA,Great-Britain,13795388,39293,,https://yt3.ggpht.com/a-/AN66SAxaPffohXJhUTae60ZD73m_JuT9p8SvyyjqLA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UC6nSFpj9HTCZ5t-N3Rm3-HA,Vsauce,The Greater Good - Mind Field S2 (Ep 1),https://www.youtube.com/watch?v=1sl5KJ69qiA,370
10,Music,UC9TO_oo4c_LrOiKNaY6aysA,Puerto Rico,17285547,40679,,https://yt3.ggpht.com/a-/AN66SAypgd2Y5ATQhmMQijmwI0fN5kxbuhVEl0tmAA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UC9TO_oo4c_LrOiKNaY6aysA,Daddy Yankee,Dura - Daddy Yankee (Video Oficial),https://www.youtube.com/watch?v=sGIm0-dQd8M,324
24,Entertainment,UChGJGhZ9SOOHvBB0Y4DOO_w,United States,17001095,42080,,https://yt3.ggpht.com/a-/AN66SAyDUY307LenFxirlBethAFqi5hj-CosYYOXiA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UChGJGhZ9SOOHvBB0Y4DOO_w,Ryan ToysReview,Ryan Toy Hunt for his own toys Ryan's World at Walmart!!!,https://www.youtube.com/watch?v=0_8VwSlyxuA,1199
10,Music,UCOsyDsO5tIt-VZ1iwjdQmew,India,16996192,41235,,https://yt3.ggpht.com/a-/AN66SAyCpPpD3rEPLQNGvzV9Fo_1huVwdTDg7W8qlA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCOsyDsO5tIt-VZ1iwjdQmew,Speed Records,Note Muqabla (Official Video) | Goldy Desi Crew ft Gurlej Akhtar | Sara Gurpal | Latest Songs 2018,https://www.youtube.com/watch?v=J5PzJKX15p8,5957
10,Music,UClVrJwcIy7saPcGc1nct80A,United States,11369240,38877,,https://yt3.ggpht.com/a-/AN66SAy1b8_zzqiwutD6PPaxxQSKlAs8H4Z0InrzmQ=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UClVrJwcIy7saPcGc1nct80A,Fueled By Ramen,Basement: Be Here Now [OFFICIAL VIDEO],https://www.youtube.com/watch?v=3ghl-OBKK-0,1149
24,Entertainment,UCUtZaxDF3hD5VK4xRYFBePQ,Great-Britain,11313364,39550,,https://yt3.ggpht.com/a-/AN66SAwYyuFb_1VXSW0kJybG77u0O3lNpNj7_c8Vbg=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCUtZaxDF3hD5VK4xRYFBePQ,Britain's Got Talent,My #BGT Story: Lost Voice Guy | Britain's Got Talent 2018,https://www.youtube.com/watch?v=DTCrfyW_ZH4,2154
20,Gaming,UC7_YxT-KID8kRbqZo7MyscQ,United States,22199119,41055,,https://yt3.ggpht.com/a-/AN66SAxYMRIkEgwbQbJsJA3CzDi9qjTqoJAwyEeQUg=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UC7_YxT-KID8kRbqZo7MyscQ,Markiplier,Markiplier Animated | GETTING OVER IT,https://www.youtube.com/watch?v=hj6tyG0DZWo,4249
10,Music,UCEdvpU2pFRCVqU6yIPyTpMQ,United States,21981819,42100,,https://yt3.ggpht.com/a-/AN66SAwLNo0RLq3jq90lBhPSmAqWOBOz-1iFQHbcIw=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCEdvpU2pFRCVqU6yIPyTpMQ,Marshmello,Marshmello ft. Bastille - Happier (Official Music Video),https://www.youtube.com/watch?v=QGtPHnCBH3w,217
10,Music,UCDPM_n1atn2ijUwHd0NNRQw,Great-Britain,13163875,40181,,https://yt3.ggpht.com/a-/AN66SAxnXk7jOju5F0XO2cLUUqJvqZ6U-TS-BelEcw=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCDPM_n1atn2ijUwHd0NNRQw,Coldplay,Believe In Love,https://www.youtube.com/watch?v=Lhzu6bQxFo4,205
10,Music,UCZU9T1ceaOgwfLRq7OKFU4Q,United States,12929832,39049,,https://yt3.ggpht.com/a-/AN66SAxkcH6esc89XoKEJ_aM5ZdFK8AYGfZikeq83w=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCZU9T1ceaOgwfLRq7OKFU4Q,Linkin Park,Sharp Edges (One More Light Live) - Linkin Park,https://www.youtube.com/watch?v=4W_YgNW7gs0,491
24,Entertainment,UC48h7Dst_hX82HxOf3xJw_w,Thailand,12912060,41788,,https://yt3.ggpht.com/a-/AN66SAxfq5TPDJHFffi4eNIbUnFs_6ZGTbr9xSoIFg=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UC48h7Dst_hX82HxOf3xJw_w,Ch3Thailand,มีเพียงรัก ตอนต่อไป EP.7 | 04-11-61 | Ch3Thailand,https://www.youtube.com/watch?v=T-U75MuX1qQ,53139
1,Film and Animation,UCi8e0iOVk1fEOogdfu4YgfA,United States,12904718,40634,,https://yt3.ggpht.com/a-/AN66SAznzBqwbwFaboR_a07f9ZsxM8ukw-tpUpm0=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCi8e0iOVk1fEOogdfu4YgfA,Movieclips Trailers,"In Theaters Now: Bohemian Rhapsody, Nobody's Fool, The Nutcracker and the Four Realms",https://www.youtube.com/watch?v=2xhtW-VnsG0,7617
20,Gaming,UCYVinkwSX7szARULgYpvhLw,Great-Britain,15453332,38973,,https://yt3.ggpht.com/a-/AN66SAy2IhiPfgAbTUb9RhEARl8EpjXtXUjBa1Ya_A=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCYVinkwSX7szARULgYpvhLw,Ali-A,Fortnite's BIGGEST change EVER...,https://www.youtube.com/watch?v=meA5-S9NFCw,2981
1,Film and Animation,UCbTLwN10NoCU4WDzLf1JMOA,India,15304521,38875,,https://yt3.ggpht.com/a-/AN66SAwjEkl0sYFCQqksWjv2T9t6rRKLHRnncSydLA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCbTLwN10NoCU4WDzLf1JMOA,YRF,"Manzoor-e-Khuda Song Teaser | Thugs Of Hindostan | Aamir, Katrina, Fatima, Ajay-Atul, A Bhattacharya",https://www.youtube.com/watch?v=J12hDaRPNgg,3636
23,Comedy,UC8-Th83bH_thdKZDJCrn88g,United States,18806569,38725,,https://yt3.ggpht.com/a-/AN66SAwLglz2XjTu1lxjYAF3LUnYHGe2atZMlmLFug=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UC8-Th83bH_thdKZDJCrn88g,The Tonight Show Starring Jimmy Fallon,BTS and Jimmy Fallon Do the Fortnite Dance Challenge,https://www.youtube.com/watch?v=x5HUs5IxFc0,4765
24,Entertainment,UCdxi8d8qRsRyUi2ERYjYb-w,United States,12102200,41659,,https://yt3.ggpht.com/a-/AN66SAz7MB-Sry1tMUfR6xTMkprDRDn1_Okt5w77qQ=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCdxi8d8qRsRyUi2ERYjYb-w,TheRichest,Don't EVER Cross These Bridges! They Are The Most Dangerous In The World,https://www.youtube.com/watch?v=2uLUON3NaCU,2616
27,Education,UCKAqou7V9FAWXpZd9xtOg3Q,United States,16857674,40716,,https://yt3.ggpht.com/a-/AN66SAzz-DDLn9qQ1a0T3pu0eN8tK75UvGEegWlHSA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCKAqou7V9FAWXpZd9xtOg3Q,Little Baby Bum - Nursery Rhymes & Kids Songs,Spooky Halloween Compilation Part 3 | ALL Halloween Special +More Nursery Rhymes | Little Baby Bum,https://www.youtube.com/watch?v=3UYJ0MY1l1o,731
10,Music,UCpb_iJuhFe8V6rQdbNqfAlQ,Puerto Rico,16748267,40918,,https://yt3.ggpht.com/a-/AN66SAx-nM8OejdXX1vq5fixxzge-rQ1NJo928bnyA=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCpb_iJuhFe8V6rQdbNqfAlQ,NickyJamTV,Jaleo - Nicky Jam X Steve Aoki...,https://www.youtube.com/watch?v=CIK5ZxzDLkA,216
10,Music,UCP6uH_XlsxrXwZQ4DlqbqPg,India,16739335,40340,,https://yt3.ggpht.com/a-/AN66SAzlB6-REZiGWrt-zoweouvl4sPDT6RgkQMKIQ=s88-mo-c-c0xffffffff-rj-k-no,http://www.youtube.com/channel/UCP6uH_XlsxrXwZQ4DlqbqPg,Shemaroo Filmi Gaane,Friday Rewind with RJ Adaa | Romance 90's Ishtyle | 90's Romantic Love Songs | #FridayRewind,https://www.youtube.com/watch?v=5NZTQW_5V1M,5287
